Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Alternative Organism Name],Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Specimen Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic Datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Comment [Image Description],Phenotype,Phenotype Term Name,Phenotype Term Accession
Lunularia cruciata,IMG_5327-5426 Lunularia cruciata thallus with air pore cross section (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_5327-5426 Lunularia cruciata thallus with air pore cross section (40x),IMG_5328-5183 Lunularia cruciata Thallus mit Atempore Querschnitt (40x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5427-5526 Lunularia cruciata thallus with air pore cross section (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_5427-5526 Lunularia cruciata thallus with air pore cross section (40x DIC),IMG_5427-5526 Lunularia cruciata Thallus mit Atempore Querschnitt (40x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5527-5626 Lunularia cruciata thallus with air pore cross section (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_5527-5626 Lunularia cruciata thallus with air pore cross section (40x),IMG_5527-5626 Lunularia cruciata Thallus mit Atempore Querschnitt (40x DIC),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5627-5726 Lunularia cruciata thallus with air pore cross section (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_5627-5726 Lunularia cruciata thallus with air pore cross section (40x DIC),IMG_5627-5726 Lunularia cruciata Thallus Querschnitt (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5727-5826 Lunularia cruciata thallus with air pore anterior view (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore anterior view,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_5727-5826 Lunularia cruciata thallus with air pore anterior view (40x),IMG_5727-5826 Lunularia cruciata Thallus mit Atempore Querschnitt (40x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5827-5926 Lunularia cruciata thallus with air pore anterior view (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore anterior view,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_5827-5926 Lunularia cruciata thallus with air pore anterior view (40x DIC),IMG_5827-5926 Lunularia cruciata Thallus mit Atempore Querschnitt (40x DIC),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5927-6026 Lunularia cruciata thallus with air pore anterior view (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore anterior view,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_5927-6026 Lunularia cruciata thallus with air pore anterior view (40x),IMG_5927-6026 Lunularia cruciata Thallus mit Atempore Querschnitt (40x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_6028-6127 Lunularia cruciata thallus with air pore anterior view (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore anterior view,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_6028-6127 Lunularia cruciata thallus with air pore anterior view (40x DIC),IMG_6028-6127 Lunularia cruciata Thallus mit Atempore Querschnitt (40x DIC),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_voucher_specimen.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,voucher specimen,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,,,,,,Processed,,,NCBI specimen voucher,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,,,,,,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_gemmae_cup.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae cup,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,,,,5.0x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_stature.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,stature,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,,,,2.5x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_stature_ventral_side.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,stature ventral side,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,,,,3.5x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_stature_dorsal_side.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,stature dorsal side,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,,,,3.5x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_gemmae_margin.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae margin,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_gemmae.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_gemmae_cup_margin.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae cup margin,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_ventral_scales.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,ventral scales,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_ventral_scales_detail.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,ventral scales detail,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_thallus_cross_section.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_air_pore_anterior_view.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,air pore anterior view,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata Processed,lunularia_cruciata_air_pore_cross_section.ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,air pore cross section,Preserved Specimen,Peters-2021-42,Kristian Peters,Peters-2021-42,Kristian Peters,WGS84,51.494848,11.942323,,5,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0002 Riccia glauca voucher specimen.ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,voucher specimen,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,,,Raw,IMG_0002 Riccia glauca voucher specimen,IMG_0002 Riccia glauca Herbarbeleg (3),NCBI specimen voucher,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0006-0055 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0006-0055 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0056-0105 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0056-0105 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0106-0155 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0106-0155 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0156-0205 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0156-0205 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0206-0255 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0206-0255 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0256-0305 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0256-0305 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0306-0355 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0306-0355 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0356-0405 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0356-0405 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0406-0455 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0406-0455 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0456-0505 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0456-0505 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0506-0555 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0506-0555 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0556-0605 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0556-0605 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0606-0655 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0606-0655 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0656-0705 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0656-0705 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0706-0755 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0706-0755 Riccia glauca stature (Laowa 2.5x),IMG_0006-0755 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0756-0805 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0756-0805 Riccia glauca stature (Laowa 2.5x),IMG_0756-0953 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0806-0855 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0806-0855 Riccia glauca stature (Laowa 2.5x),IMG_0756-0953 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0856-0905 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0856-0905 Riccia glauca stature (Laowa 2.5x),IMG_0756-0953 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0906-0953 Riccia glauca stature (Laowa 2.5x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 2.5x,,Raw,IMG_0906-0953 Riccia glauca stature (Laowa 2.5x),IMG_0756-0953 Riccia glauca Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0954-0993 Riccia glauca stature ventral side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature ventral side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0954-0993 Riccia glauca stature ventral side (Laowa 5.0x),IMG_0954-1033 Riccia glauca Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_0994-1033 Riccia glauca stature ventral side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature ventral side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0994-1033 Riccia glauca stature ventral side (Laowa 5.0x),IMG_0954-1033 Riccia glauca Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1034-1073 Riccia glauca stature ventral side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature ventral side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1034-1073 Riccia glauca stature ventral side (Laowa 5.0x),IMG_1034-1113 Riccia glauca Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1074-1113 Riccia glauca stature ventral side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature ventral side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1074-1113 Riccia glauca stature ventral side (Laowa 5.0x),IMG_1034-1113 Riccia glauca Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1114-1153 Riccia glauca stature ventral side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature ventral side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1114-1153 Riccia glauca stature ventral side (Laowa 5.0x),IMG_1114-1153 Riccia glauca Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1154-1193 Riccia glauca stature ventral side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature ventral side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1154-1193 Riccia glauca stature ventral side (Laowa 5.0x),IMG_1154-1193 Riccia glauca Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1194-1233 Riccia glauca stature ventral side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature ventral side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1194-1233 Riccia glauca stature ventral side (Laowa 5.0x),IMG_1194-1233 Riccia glauca Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1234-1273 Riccia glauca stature ventral side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature ventral side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1234-1273 Riccia glauca stature ventral side (Laowa 5.0x),IMG_1234-1273 Riccia glauca Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1274-1313 Riccia glauca stature dorsal side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature dorsal side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1274-1313 Riccia glauca stature dorsal side (Laowa 5.0x),IMG_1274-1313 Riccia glauca Habitus Unterseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1314-1353 Riccia glauca stature dorsal side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature dorsal side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1314-1353 Riccia glauca stature dorsal side (Laowa 5.0x),IMG_1314-1353 Riccia glauca Habitus Unterseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia glauca,IMG_1354-1393 Riccia glauca stature dorsal side (Laowa 5.0x).ome.tiff,Riccia glauca,NCBI Taxon,NCBI_129944,Riccia glauca L.,GBIF:5286298,GBIF:5286298,stature dorsal side,Preserved Specimen,Peters-2021-24,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_1354-1393 Riccia glauca stature dorsal side (Laowa 5.0x),IMG_1354-1393 Riccia glauca Habitus Unterseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
